Title,Weblinks
Materials for record breakers under sail,www.doi.org/10.1016/S1369-7021(00)80051-6
"European Conference on Photovoltaics and Joule III PV Contractors' Meeting—Kraków, 25–27.10.1999",www.doi.org/10.1016/S1369-7021(00)80050-4
The regulation of tobacco and tobacco smoke,www.doi.org/10.1023/A:1008313631233
Migration of di-(2-ethylhexylexyl)Adipate Plasticizer from Food-Grade Polyvinyl Chloride Film into Hard and Soft Cheeses,www.doi.org/10.3168/jds.S0022-0302(00)75040-5
Olestra By-Products in Feed: Effects on Broiler Chickens,www.doi.org/10.1093/japr/9.1.92
Evaluation of a Nonstarch Polysaccharidase Feed Enzyme in Dairy Cow Diets,www.doi.org/10.3168/jds.S0022-0302(00)74914-9
Candidate Locus for a Nuclear Modifier Gene for Maternally Inherited Deafness,www.doi.org/10.1086/302914
Chemical preservation of whole broiler carcasses utilizing alkaline hydroxides,www.doi.org/10.1093/ps/79.11.1517
Up-regulation of costimulatory/adhesion molecules by histone deacetylase inhibitors in acute myeloid leukemia cells,www.doi.org/10.1182/blood.V96.12.3847
Cyclic Nucleotide-gated Channels Mediate Membrane Depolarization following Activation of Store-operated Calcium Entry in Endothelial Cells,www.doi.org/10.1074/jbc.M002795200
Apoptosis Induced by the Nuclear Death Domain Protein p84N5 Is Associated with Caspase-6 and NF-κB Activation,www.doi.org/10.1074/jbc.M000793200
Platelet-derived Growth Factor Rapidly Increases Activity and Cell Surface Expression of the EAAC1 Subtype of Glutamate Transporter through Activation of Phosphatidylinositol 3-Kinase,www.doi.org/10.1074/jbc.275.7.5228
Probiotic Bacteria: Selective Enumeration and Survival in Dairy Foods,www.doi.org/10.3168/jds.S0022-0302(00)74953-8
Washing and Cryoprotectant Effects on Frozen Storage of Spent Hen Surimi,www.doi.org/10.1093/ps/79.6.913
Size Distribution of Fat Globules in Goat Milk,www.doi.org/10.3168/jds.S0022-0302(00)74957-5
Mechanisms for the formation of glycoxidation products in end-stage renal disease,www.doi.org/10.1046/j.1523-1755.2000.00117.x
Awards Program of the American Dairy Science Association,www.doi.org/10.3168/jds.S0022-0302(00)90080-8
Chaperones Hsp70 and Hsp40 Suppress Aggregate Formation and Apoptosis in Cultured Neuronal Cells Expressing Truncated Androgen Receptor Protein with Expanded Polyglutamine Tract,www.doi.org/10.1074/jbc.275.12.8772
DNA Virus Vectors,www.doi.org/10.1006/mthe.2000.0180
"What covariance mechanisms underlie green/red equiluminance, luminance contrast sensitivity and chromatic (green/red) contrast sensitivity?",www.doi.org/10.1016/S0042-6989(99)00211-4
How a protein generates a catalytic radical from coenzyme B<ce:inf loc=post>12</ce:inf>: X-ray structure of a diol-dehydratase–adeninylpentylcobalamin complex,www.doi.org/10.1016/S0969-2126(00)00164-7
"Effects of Hydrolyzed Spray Dried Red Blood Cells in Milk Replacer on Calf Intake, Body Weight Gain, and Efficiency",www.doi.org/10.3168/jds.S0022-0302(00)74941-1
Naked DNA Gene Transfer,www.doi.org/10.1006/mthe.2000.0171
Measurement of the Force Produced by an Intact Bull Sperm Flagellum in Isometric Arrest and Estimation of the Dynein Stall Force,www.doi.org/10.1016/S0006-3495(00)76308-9
Redox Cycling of Phenol Induces Oxidative Stress in Human Epidermal Keratinocytes,www.doi.org/10.1046/j.1523-1747.2000.00865.x
Subject index volumes 1–92,www.doi.org/10.1016/S0166-218X(00)00208-0
Reference list of indexed articles,www.doi.org/10.1016/S0166-218X(00)00209-2
Cumulative index volumes 1–92,www.doi.org/10.1016/S0166-218X(00)00210-9
Stadia Tacheometry with Electronic Theodolites,www.doi.org/10.1016/S1018-3639(18)30723-2
Effect of the Fat Globule Sizes on the Meltdown of Ice Cream,www.doi.org/10.3168/jds.S0022-0302(01)74448-7
A quiet revolution,www.doi.org/10.1016/S1369-7021(01)80099-7
Short Communication: Influence of Transglutaminase on the Heat Stability of Milk,www.doi.org/10.3168/jds.S0022-0302(01)70162-2
In ovo Gentamicin and Mucosal Starter Culture to Control <ce:italic>Salmonella</ce:italic> in Broiler Production,www.doi.org/10.1093/japr/10.4.376
Characterization and Testing of Saudi Barite for Potential Use in Drilling Operations,www.doi.org/10.1016/S1018-3639(18)30738-4
Fuel cell materials,www.doi.org/10.1016/S1369-7021(01)80123-1
Light metals find an academic champion,www.doi.org/10.1016/S1369-7021(01)80179-6
2001 Graduate Student Research Paper Certificates of Excellence,www.doi.org/10.1093/ps/80.12.1773
Characterization of Alkaline Hydroxide-Preserved Whole Poultry as a Dry Byproduct Meal,www.doi.org/10.1093/ps/80.11.1543
Estimates of Genetic Parameters for Daily Somatic Cell Count of Australian Dairy Cattle,www.doi.org/10.3168/jds.S0022-0302(01)74587-0
Book reports,www.doi.org/10.1016/S0898-1221(01)00257-7
Physical Method Based Gene Therapy,www.doi.org/10.1006/mthe.2001.0365
Polymers for microelectronics,www.doi.org/10.1016/S1369-7021(01)80253-4
Current and Future Promises of Transgenesis for Agricultural Livestock in a Global Marketplace,www.doi.org/10.3168/jds.S0022-0302(01)70190-7
Kidney-specific chromosome transfer in genetic hypertension: The Dahl hypothesis revisited,www.doi.org/10.1046/j.1523-1755.2001.060002705.x
Vitamin C Inhibits the Enzymatic Activity of<ce:italic>Streptococcus pneumoniae</ce:italic> Hyaluronate Lyase,www.doi.org/10.1074/jbc.M011102200
Intestinal absorption of specific structured triacylglycerols,www.doi.org/10.1016/S0022-2275(20)31642-4
Binding of Fyn to MAP-2c through an SH3 Binding Domain: REGULATION OF THE INTERACTION BY ERK2,www.doi.org/10.1074/jbc.M107807200
An Operations Research Approach to Leveraging New Technology Opportunities,www.doi.org/10.1093/japr/10.3.293
Gene Therapy for the Treatment of Hemophilia B Using PINC-Formulated Plasmid Delivered to Muscle with Electroporation,www.doi.org/10.1006/mthe.2001.0295
Evaluation of Clinical and Clinical Chemical Parameters in Periparturient Cows,www.doi.org/10.3168/jds.S0022-0302(01)74610-3
Formulations and Processing of Yogurt Affect the Microbial Quality of Carbonated Yogurt,www.doi.org/10.3168/jds.S0022-0302(01)74506-7
Cecal Volatile Fatty Acids and Broiler Chick Susceptibility to <ce:italic>Salmonella typhimurium</ce:italic> Colonization as Affected by Aflatoxins and T-2 Toxin,www.doi.org/10.1093/ps/80.4.411
Interactions of Milk Fat and Milk Fat Fractions with Confectionery Fats,www.doi.org/10.3168/jds.S0022-0302(01)74482-7
Cycles and permutations in robotic cells,www.doi.org/10.1016/S0895-7177(01)00084-X
Effects of Forage Neutral Detergent Fiber and Yeast Culture on Performance of Cows During Early Lactation,www.doi.org/10.3168/jds.S0022-0302(01)74470-0
"ABSTRACTS From Concurrent Meetings of The Southern Poultry Science Society, 22nd Annual Meeting The Southern Conference on Avian Diseases, 42nd Annual Meeting January 15 & 16, 2001",www.doi.org/10.1093/ps/80.7.1007
"Modeling for Health Care and Other Policy Decisions: Uses, Roles, and Validity",www.doi.org/10.1046/j.1524-4733.2001.45061.x
"Mechanical cardiac support 2000: current applications and future trial design: June 15–16, 2000 Bethesda, Maryland",www.doi.org/10.1016/S0735-1097(00)01099-8
Infectious cost of leisure (Keynote lecture),www.doi.org/10.1111/j.1469-0691.2001.tb00001.x
"Effect of Formulation Density, Moisture, and Surfactant on Feed Manufacturing, Pellet Quality, and Broiler Performance",www.doi.org/10.1093/japr/11.2.155
"The Effect of Treating Whole-Plant Barley with Lactobacillus buchneri 40788 on Silage Fermentation, Aerobic Stability, and Nutritive Value for Dairy Cows",www.doi.org/10.3168/jds.S0022-0302(02)74253-7
Effect of Transglutaminase on the Heat Stability of Milk: A Possible Mechanism,www.doi.org/10.3168/jds.S0022-0302(02)74045-9
Evaluating Sire Selection Practices Using Lifetime Net Income Functions,www.doi.org/10.3168/jds.S0022-0302(02)74438-X
Heating the patient: a promising approach?,www.doi.org/10.1093/annonc/mdf280
Particle partitioning strategies for the parallel computation of solid-liquid flows,www.doi.org/10.1016/S0898-1221(02)00122-0
The Feasibility of Using Nutritional Modifications to Replace Drugs in Poultry Feeds,www.doi.org/10.1093/japr/11.4.437
Formation and Physical Properties of Milk Protein Gels,www.doi.org/10.3168/jds.S0022-0302(02)74078-2
"Heritability and Genetic Correlations of Test Day Milk Yield and Composition, Individual Laboratory Cheese Yield, and Somatic Cell Count for Dairy Ewes",www.doi.org/10.3168/jds.S0022-0302(02)74355-5
Subject Index,www.doi.org/10.1093/japr/11.4.484
Current perspectives on bovine spongiform encephalopathy and variant Creutzfeldt-Jakob disease,www.doi.org/10.1046/j.1469-0691.2002.00431.x
Technology: Optoelectronics,www.doi.org/10.1016/S0961-1290(02)85145-6
"Red lead, white lead, or green?",www.doi.org/10.1016/S1369-7021(02)05514-1
Intramembrane Electrostatic Interactions Destabilize Lipid Vesicles,www.doi.org/10.1016/S0006-3495(02)73962-3
Improvement of Sensory Quality of Lowfat Kefalograviera-Type Cheese by Using Commercial Special Starter Cultures,www.doi.org/10.3168/jds.S0022-0302(02)74363-4
Gene Therapy and Molecular Immunology Unite to Give New Life to Cancer Immunotherapy,www.doi.org/10.1006/mthe.2002.0616
Ghrelin Modulates the Downstream Molecules of Insulin Signaling in Hepatoma Cells,www.doi.org/10.1074/jbc.M103898200
In vitro engineering of heart muscle: Artificial myocardial tissue,www.doi.org/10.1067/mtc.2002.121971
Vasoactive Intestinal Peptide and Cytokines Enhance Stem Cell Factor Production From Epidermal Keratinocytes DJM-1,www.doi.org/10.1046/j.1523-1747.2002.19506.x
Chirality: a blueprint for the future,www.doi.org/10.1093/bja/88.4.563
The HIV-1 Vaccine Race,www.doi.org/10.1016/S0092-8674(02)00832-2
Effect of antioxidants on the quality of irradiated sausages prepared with turkey thigh meat,www.doi.org/10.1093/ps/81.8.1251
The health and management of poultry production,www.doi.org/10.1016/S1201-9712(02)90177-3
Effect of Enzymatic and Chemical Treatments on Feather Solubility and Digestibility,www.doi.org/10.1093/ps/81.1.95
Cholesterol Removal from Media by Lactococci,www.doi.org/10.3168/jds.S0022-0302(02)74406-8
End-stage renal disease in developing countries,www.doi.org/10.1046/j.1523-1755.2002.00426.x
Friendly fire: redirecting herpes simplex virus-1 for therapeutic applications,www.doi.org/10.1046/j.1469-0691.2002.00432.x
Survival of the cheapest,www.doi.org/10.1016/S1369-7021(02)01237-3
Overexpression of Peptidases in <ce:italic>Lactococcus</ce:italic> and Evaluation of Their Release from Leaky Cells,www.doi.org/10.3168/jds.S0022-0302(02)74326-9
Determination of Elastic Moduli of Thin Layers of Soft Material Using the Atomic Force Microscope,www.doi.org/10.1016/S0006-3495(02)75620-8
Correspondence,www.doi.org/10.1093/bja/88.3.451
Thrombin generation and its inhibition: a review of the scientific basis and mechanism of action of anticoagulant therapies,www.doi.org/10.1093/bja/88.6.848
Hermitian metrics on Calabi–Eckmann manifolds,www.doi.org/10.1016/S0926-2245(02)00092-X
Dynamics of Nucleotides in VDAC Channels: Structure-Specific Noise Generation,www.doi.org/10.1016/S0006-3495(02)75386-1
IQGAP1 Is a Component of Cdc42 Signaling to the Cytoskeleton,www.doi.org/10.1074/jbc.M111165200
Myeloid blood CD11c<ce:sup loc=post>+</ce:sup> dendritic cells and monocyte-derived dendritic cells differ in their ability to stimulate T lymphocytes,www.doi.org/10.1182/blood.V100.8.2858
The Composition of Bovine Milk Lipids: January 1995 to December 2000,www.doi.org/10.3168/jds.S0022-0302(02)74079-4
Pseudo-Boolean optimization,www.doi.org/10.1016/S0166-218X(01)00341-9
Abstracts,www.doi.org/10.1016/S1569-1993(02)00030-9
An integral model based freezing and melting of a melt material onto a solid additive,www.doi.org/10.1016/S0895-7177(03)00089-X
Feed Manufacture and Feeding of Rations with Graded Levels of Added Moisture Formulated to Different Energy Densities,www.doi.org/10.1093/japr/12.3.371
"Proteolysis, Volatile Compounds, and Sensory Evaluation in Hispánico Cheese Manufactured with the Addition of a Thermophilic Adjunct Culture, Nisin, and Calcium Alginate-Nisin Microparticles",www.doi.org/10.3168/jds.S0022-0302(03)73903-4
Additive Effect of Interferential Therapy Over Pelvic Floor Exercise Alone in the Treatment of Female Urinary Stress and Urge Incontinence: A Randomized Controlled Trial,www.doi.org/10.1016/S1013-7025(09)70038-7
High Pressure Effects on Proteolytic and Glycolytic Enzymes Involved in Cheese Manufacturing,www.doi.org/10.3168/jds.S0022-0302(03)73696-0
Effects of Standardization of Whole Milk with Dry Milk Protein Concentrate on the Yield and Ripening of Reduced-Fat Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(03)73746-1
Effect of Feeding Supplemental Fibrolytic Enzymes or Soluble Sugars with Malic Acid on Milk Production,www.doi.org/10.3168/jds.S0022-0302(03)73636-4
Inactivation of Spores of <ce:italic>Bacillus cereus</ce:italic> in Cheese by High Hydrostatic Pressure with the Addition of Nisin or Lysozyme,www.doi.org/10.3168/jds.S0022-0302(03)73907-1
More on the regulation of tobacco smoke: how we got here and where next,www.doi.org/10.1093/annonc/mdg103
Nanoparticles as building blocks?,www.doi.org/10.1016/S1369-7021(03)00022-1
Aneurysm of an expanded polytetrafluoroethylene vascular graft: An ultrastructural evaluation,www.doi.org/10.1053/ejvs.2002.1790
Biodegradation of methyl tertiary butyl ether (MTBE) by a bacterial enrichment consortia and its monoculture isolates,www.doi.org/10.1078/0944-5013-00181
Cancer gene therapy: Lessons learned from experiences with chemotherapy,www.doi.org/10.1016/S1525-0016(03)00156-4
Development of a liquid nutritional supplement using a <ce:italic>Sesamum indicum</ce:italic> L. protein isolate,www.doi.org/10.1016/S0023-6438(02)00173-1
Nanoscience opportunities in environmental remediation,www.doi.org/10.1016/j.crci.2003.06.005
Composites for recyclability,www.doi.org/10.1016/S1369-7021(03)00428-0
Moore’s law at the extremes,www.doi.org/10.1016/S1369-7021(03)00531-5
Impact of Nisin Producing Culture and Liposome-encapsulated Nisin on Ripening of <ce:italic>Lactobacillus</ce:italic> added-Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(03)73776-X
Nanometer-resolution 3D optical microscopy for III–V quality control,www.doi.org/10.1016/S0961-1290(03)80443-X
Suitability of a Dehydrated Poultry Mortality-Soybean Meal Product for Use in Broiler Chicken Diets,www.doi.org/10.1093/japr/12.2.222
The application of animal models to study the biocompatibility of bicarbonate-buffered peritoneal dialysis solutions,www.doi.org/10.1046/j.1523-1755.2003.08808.x
The VEL and VANLA environmental co-operatives as field laboratories,www.doi.org/10.1016/S1573-5214(03)80025-8
MOTORCYCLE CRASH PREDICTION MODEL FOR NON-SIGNALIZED INTERSECTIONS,www.doi.org/10.1016/S0386-1112(14)60144-8
Effects of Spray-Dried Animal Plasma in Calf Milk Replacer on Health and Growth of Dairy Calves,www.doi.org/10.3168/jds.S0022-0302(03)73637-6
Actions and Interactions of Extracellular Potassium and Kainate on Expression of 13 γ-Aminobutyric Acid Type A Receptor Subunits in Cultured Mouse Cerebellar Granule Neurons,www.doi.org/10.1074/jbc.M300548200
"Biochemistry, Genetics, and Applications of Exopolysaccharide Production in <ce:italic>Streptococcus thermophilus</ce:italic>: A Review",www.doi.org/10.3168/jds.S0022-0302(03)73619-4
"The Effect of Treating Alfalfa with <ce:italic>Lactobacillus buchneri</ce:italic> 40788 on Silage Fermentation, Aerobic Stability, and Nutritive Value for Lactating Dairy Cows",www.doi.org/10.3168/jds.S0022-0302(03)73611-X
Awards Program of the American Dairy Science Association,www.doi.org/10.1016/S0022-0302(03)70805-4
Quantification of adeno-associated virus particles and empty capsids by optical density measurement,www.doi.org/10.1016/S1525-0016(02)00019-9
Water and Proton Conduction through Carbon Nanotubes as Models for Biological Channels,www.doi.org/10.1016/S0006-3495(03)74469-5
The benefit of adding Sodium Nitroprusside (NPNa) or S-nitrosoglutathion (GSNO) to the University of Wisconsin Solution (UW) to prevent morphological alterations during cold preservation/reperfusion of rat livers,www.doi.org/10.1016/S1665-2681(19)32146-5
Evaluation of induced color changes in chicken breast meat during simulation of pink color defect,www.doi.org/10.1093/ps/82.6.1049
Xenon: no stranger to anaesthesia,www.doi.org/10.1093/bja/aeg232
Combining trastuzumab (Herceptin®) with hormonal therapy in breast cancer: what can be expected and why?,www.doi.org/10.1093/annonc/mdg483
2003 POULTRY SCIENCE ASSOCIATION AWARDS,www.doi.org/10.1093/ps/82.12.2018
Functional Analysis of the Nucleotide Binding Domain of Membrane-associated Guanylate Kinases,www.doi.org/10.1074/jbc.M210165200
Keratinase in starter diets improves growth of broiler chicks,www.doi.org/10.1093/ps/82.4.664
Pilot study of epothilone B analog (BMS-247550) and estramustine phosphate in patients with progressive metastatic prostate cancer following castration,www.doi.org/10.1093/annonc/mdg415
Dietary conjugated linoleic acid reduces PGE<ce:inf loc=post>2</ce:inf> release and interstitial injury in rat polycystic kidney disease,www.doi.org/10.1046/j.1523-1755.2003.00215.x
The homogeneous shifts,www.doi.org/10.1016/S0022-1236(02)00088-5
The what and where in visual masking,www.doi.org/10.1016/S0042-6989(03)00138-X
Transfusion-related acute lung injury: epidemiology and a prospective analysis of etiologic factors,www.doi.org/10.1182/blood-2002-03-0958
Glucose degradation products (GDP) retard remesothelialization independently of <ce:small-caps>d</ce:small-caps>-glucose concentration,www.doi.org/10.1046/j.1523-1755.2003.00265.x
Weighted two-band target entropy minimization for the reconstruction of pure component mass spectra: simulation studies and the application to real systems,www.doi.org/10.1016/S1044-0305(03)00540-3
Prosthesis size and long-term survival after aortic valve replacement,www.doi.org/10.1016/S0022-5223(03)00591-9
SCA7 Knockin Mice Model Human SCA7 and Reveal Gradual Accumulation of Mutant Ataxin-7 in Neurons and Abnormalities in Short-Term Plasticity,www.doi.org/10.1016/S0896-6273(02)01190-X
"Effects of pH, Temperature, Supplementation with Whey Protein Concentrate, and Adjunct Cultures on the Production of Exopolysaccharides by <ce:italic>Streptococcus thermophilus</ce:italic> 1275",www.doi.org/10.3168/jds.S0022-0302(03)73944-7
Generating CTLs against the subdominant Epstein-Barr virus LMP1 antigen for the adoptive immunotherapy of EBV-associated malignancies,www.doi.org/10.1182/blood-2002-05-1514
American Heart Association/American College of Cardiology Foundation guide to warfarin therapy,www.doi.org/10.1016/S0735-1097(03)00416-9
Global properties of a class of overdetermined systems,www.doi.org/10.1016/S0022-1236(02)00055-1
13th European Congress of Clinical Microbiology and Infectious Diseases,www.doi.org/10.1046/j.1469-0691.9.s1.83.x
Abstracts: 114.1—125.32,www.doi.org/10.1016/S1535-9476(20)34804-0
Linear/additive preservers of ranks 2 and 4 on alternate matrix spaces over fields,www.doi.org/10.1016/j.laa.2004.06.001
The Effects of Buffered Propionic Acid-Based Additives Alone or Combined with Microbial Inoculation on the Fermentation of High Moisture Corn and Whole-Crop Barley,www.doi.org/10.3168/jds.S0022-0302(04)73280-4
Reduction of Salt (NaCl) Losses During the Manufacture of Cheddar Cheese,www.doi.org/10.3168/jds.S0022-0302(04)73411-6
Vatless Manufacturing of Low-Moisture Part-Skim Mozzarella Cheese from Highly Concentrated Skim Milk Microfiltration Retentates,www.doi.org/10.3168/jds.S0022-0302(04)73498-0
Twelve Month Post Licensure Safety and Efficacy Data of Advate rFVIII PFM.,www.doi.org/10.1182/blood.V104.11.3090.3090
"Comparison of Normal Dent with Waxy, High-Oil, and Waxy-High-Oil Corns on Pellet Quality of Associated Feeds and Response by Broilers",www.doi.org/10.1093/japr/13.4.650
"Combination of local, nonviral <ce:italic>IL12</ce:italic> gene therapy and systemic paclitaxel treatment in a metastatic breast cancer model",www.doi.org/10.1016/j.ymthe.2004.03.015
Measurement and society,www.doi.org/10.1016/j.crhy.2004.07.001
Induction of tenascin-C by cyclic tensile strain versus growth factors: distinct contributions by Rho/ROCK and MAPK signaling pathways,www.doi.org/10.1016/j.bbamcr.2004.08.001
A New Probiotic Cheese with Antioxidative and Antimicrobial Activity,www.doi.org/10.3168/jds.S0022-0302(04)70019-3
Effects of Milk Powders in Milk Chocolate,www.doi.org/10.3168/jds.S0022-0302(04)73137-9
Nanocomposites: issues at the interface,www.doi.org/10.1016/S1369-7021(04)00507-3
Comparison of weights in TOPSIS models,www.doi.org/10.1016/j.mcm.2004.10.003
Antibodies: Alternatives to Antibiotics in Improving Growth and Feed Efficiency,www.doi.org/10.1093/japr/13.1.106
Nanomaterials – the driving force,www.doi.org/10.1016/S1369-7021(04)00627-3
Assessment of Used Motor Oil Recycling Opportunities in the United Arab Emirates,www.doi.org/10.1016/S1018-3639(18)30788-8
Stretching silicon's lifespan,www.doi.org/10.1016/S0961-1290(04)00740-9
Laundry detergent compatibility of the alkaline protease from <ce:italic>Bacillus cereus</ce:italic>,www.doi.org/10.1016/j.micres.2004.01.002
Bioengineering of coagulation factor VIII for improved secretion,www.doi.org/10.1182/blood-2003-10-3591
Opportunities for Taiwan's industry,www.doi.org/10.1016/S1369-7021(04)00629-7
Alternatives to PVC: Medical materials,www.doi.org/10.1016/S1369-7021(04)00071-9
Initial experience with the Heartstring proximal anastomotic system,www.doi.org/10.1016/j.jtcvs.2003.11.045
The Impact of Yeast Culture Residue on the Suppression of Dietary Aflatoxin on the Performance of Broiler Breeder Hens,www.doi.org/10.1093/japr/13.4.533
"Causative factors behind poloxamer 188 (Pluronic F68, Flocor™)-induced complement activation in human sera: A protective role against poloxamer-mediated complement activation by elevated serum lipoprotein levels",www.doi.org/10.1016/j.bbadis.2004.02.005
Carbohydrates as green raw materials for the chemical industry,www.doi.org/10.1016/j.crci.2004.02.002
2004 Poultry Science Author Index,www.doi.org/10.1093/ps/83.12.2154
Synthesis of functionalized bis-amides of <ce:small-caps>L</ce:small-caps>-(+)-tartaric acid and application as copper (II) ligands,www.doi.org/10.1016/j.crci.2003.10.009
Influence of irradiation and storage on the quality of ready-to-eat turkey breast rolls,www.doi.org/10.1093/ps/83.8.1462
Fatty acid methyl esters synthesis from triglycerides over heterogeneous catalysts in the presence of microwaves,www.doi.org/10.1016/j.crci.2003.12.004
"Lipid Oxidation in Frozen, Mechanically Deboned Turkey Meat as Affected by Packaging Parameters and Storage Conditions",www.doi.org/10.1093/ps/83.7.1240
Concepts on the contribution of chemistry to a sustainable development. Renewable raw materials,www.doi.org/10.1016/j.crci.2003.12.003
Blast furnace slag cement: a <ce:sup loc=post>29</ce:sup>Si and <ce:sup loc=post>27</ce:sup>Al NMR study,www.doi.org/10.1016/j.crci.2004.02.004
Awards Program of the American Dairy Science Association,www.doi.org/10.1016/S0022-0302(04)70810-3
Organic thin film transistors,www.doi.org/10.1016/S1369-7021(04)00398-0
Long-term reduction of medial and intimal thickening in porcine saphenous vein grafts with a polyglactin biodegradable external sheath,www.doi.org/10.1016/j.jvs.2004.08.047
Group opinion aggregationbased on a grading process: A method for constructing triangular fuzzy numbers,www.doi.org/10.1016/j.camwa.2004.03.008
Therapeutic efficacy and safety of platelets treated with a photochemical process for pathogen inactivation: the SPRINT Trial,www.doi.org/10.1182/blood-2003-12-4443
Competitive Exclusion of a Glycopeptide-Resistant <ce:italic>Enterococcus Faecium</ce:italic> in the Presence of Vancomycin but not Equivalent Concentrations of Tylosin or Gentamicin,www.doi.org/10.1093/ps/83.7.1099
Textural and Sensory Characteristics of Whole and Skimmed Flavored Set-Type Yogurt During Long Storage,www.doi.org/10.3168/jds.S0022-0302(04)73544-4
Comparison of manufacturers’ specifications for 44 types of heat and moisture exchanging filters,www.doi.org/10.1093/bja/aeh239
Analysis of Clathrin-mediated Endocytosis of Epidermal Growth Factor Receptor by RNA Interference,www.doi.org/10.1074/jbc.C400046200
Phase 1 trial study of <ce:sup loc=post>131</ce:sup>I-labeled chimeric 81C6 monoclonal antibody for the treatment of patients with non-Hodgkin lymphoma,www.doi.org/10.1182/blood-2003-12-4264
Critical fluid technology for the processing of lipid-related natural products,www.doi.org/10.1016/j.crci.2004.02.008
"Effects of copper-bearing montmorillonite on growth performance, digestive enzyme activities, and intestinal microflora and morphology of male broilers",www.doi.org/10.1093/ps/83.11.1868
Chemical solution deposition of electronic oxide films,www.doi.org/10.1016/j.crci.2004.01.007
Polyanalgesic consensus conference 2003: an update on the management of pain by intraspinal drug delivery— report of an expert panel,www.doi.org/10.1016/j.jpainsymman.2004.03.001
Endothelial targeting of the <ce:italic>Sleeping Beauty</ce:italic> transposon within lung,www.doi.org/10.1016/j.ymthe.2004.04.006
"Lake Koronia, Greece: Shift from autotrophy to heterotrophy with cultural eutrophication and progressive water-level reduction",www.doi.org/10.1016/S0075-9511(04)80029-X
Sequential Feeding Programs for Broiler Chickens: Twenty-Four- and Forty-Eight-Hour Cycles,www.doi.org/10.1093/ps/83.1.49
Factor analysisin data mining,www.doi.org/10.1016/j.camwa.2003.05.016
The Effect of Protein Intake on Performance of Cows in Hot Environmental Temperatures,www.doi.org/10.3168/jds.S0022-0302(04)73204-X
Economics of food safety in chains: a review of general principles,www.doi.org/10.1016/S1573-5214(04)80003-4
Dialysate magnesium level and blood pressure,www.doi.org/10.1111/j.1523-1755.2004.00875.x
Human B cells that hyperexpress a triad of costimulatory molecules via avipox-vector infection: an alternative source of efficient antigen-presenting cells,www.doi.org/10.1182/blood-2003-09-3211
ABC transporter inhibitors that are substrates enhance lentiviral vector transduction into primitive hematopoietic progenitor cells,www.doi.org/10.1182/blood-2003-07-2363
On the Gene Delivery Efficacies of pH-Sensitive Cationic Lipids via Endosomal Protonation: A Chemical Biology Investigation,www.doi.org/10.1016/j.chembiol.2004.03.026
Systematic Assessment of Decision Models in Parkinson's Disease,www.doi.org/10.1111/j.1524-4733.2004.75012.x
Session 25: Proteomics Technologies I,www.doi.org/10.1016/S1535-9476(20)35068-4
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2004.0902d.x
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2004.0902c.x
Abstracts cont.,www.doi.org/10.1111/j.1469-0691.2004.00903.x
Abstracts,www.doi.org/10.1016/j.joca.2004.09.004
Linear/additive preservers of rank 2 on spaces of alternate matrices over fields,www.doi.org/10.1016/j.laa.2004.08.028
Additive preservers of rank on alternate matrix spaces over fields and applications,www.doi.org/10.1016/j.laa.2004.11.006
Modelling of film casting manufacturing process longitudinal and transverse stretching,www.doi.org/10.1016/j.mcm.2004.12.005
Acetylcholine from vagal stimulation protects cardiomyocytes against ischemia and hypoxia involving additive non-hypoxic induction of HIF-1α,www.doi.org/10.1016/j.febslet.2005.02.065
Genetic and Environmental Influences on Skin Pattern Deterioration,www.doi.org/10.1111/j.0022-202X.2005.23961.x
Use of Chitosan to Prolong Mozzarella Cheese Shelf Life,www.doi.org/10.3168/jds.S0022-0302(05)72946-5
"Liposomes targeted via two different antibodies: Assay, B-cell binding and cytotoxicity",www.doi.org/10.1016/j.bbamem.2005.02.007
Efficacy and Safety of a Mixture of Two Different Brands of Insulin Products in Patients with Type 1 Diabetes Mellitus,www.doi.org/10.1016/S1726-4901(09)70086-3
"Chemical, Physical, and Sensory Properties of Dairy Products Enriched with Conjugated Linoleic Acid",www.doi.org/10.3168/jds.S0022-0302(05)72973-8
Controlled/living radical polymerization,www.doi.org/10.1016/S1369-7021(05)00745-5
Impact of antimicrobial ingredients and irradiation on the survival of Listeria monocytogenes and the quality of ready-to-eat turkey ham,www.doi.org/10.1093/ps/84.4.613
2005 Subject Index,www.doi.org/10.1093/japr/14.4.769
Nanobelt and braces: Nanotechnology,www.doi.org/10.1016/S1369-7021(05)00782-0
Linear preservers between matrix modules over connected commutative rings,www.doi.org/10.1016/j.laa.2004.11.013
Around III-Vs,www.doi.org/10.1016/S0961-1290(05)00913-0
Comparison of the Functionality of Exopolysaccharides Produced In Situ or Added as Bioingredients on Yogurt Properties,www.doi.org/10.3168/jds.S0022-0302(05)73100-3
Recent progress in soft lithography,www.doi.org/10.1016/S1369-7021(05)00702-9
Improvement of myocardial contractility in a porcine model of chronic ischemia using a combined transmyocardial revascularization and gene therapy approach,www.doi.org/10.1016/j.jtcvs.2004.10.017
